CODE,title,description,url,t_rex
ENS 250,Engineering Mechanics,"Three-dimensional vector algebra. Equivalence of force-coupled systems and equilibrium of rigid bodies. Engineering application of statics. Analysis of trusses, frames, and machines. Friction and moment of inertia. Introduction to stress and strain.",https://csi-undergraduate.catalog.cuny.edu/courses/0643471,https://explorer.cuny.edu/receiving-course/064347/1
ENS 310,Thermodynamics,"Basic concepts: systems, temperature, work, and heat. First and second laws of thermodynamics. Entropy, vapor, and gas power systems. Refrigeration and heat pump systems. Nonreacting gas mixtures and psychrometrics.",https://csi-undergraduate.catalog.cuny.edu/courses/0643511,https://explorer.cuny.edu/receiving-course/064351/1
ENS 316,Dynamics,Rectilinear and curvilinear motion of particles and systems of particles. Energy and momentum methods. Kinematics of rigid bodies. Plane and three-dimensional motion of rigid bodies. Forces and accelerations. Conservative forces and conservation laws. Mechanical vibrations.,https://csi-undergraduate.catalog.cuny.edu/courses/0643521,https://explorer.cuny.edu/receiving-course/064352/1
ENS 322,Signals and Noise,"Representation and analysis of continuous time (CT), discrete time (DT) signals and systems and an introduction to random variables and processes. Time domain representations of CT and DT systems. Fourier series representation of CT and DT periodic signals; CT and DT Fourier transform: Time and Frequency characterization of signals and systems; Nyquist sampling theorem. Introduction to probability: random variables, normal distribution; expectation, basic stochastic processes and noise.",https://csi-undergraduate.catalog.cuny.edu/courses/1306341,https://explorer.cuny.edu/receiving-course/130634/1
ENS 331,Digital Signal Processing,Representation and analysis of systems. Sampling and discrete systems. Solution of difference equations. Discrete Fourier series and transforms. Convolution. Z transforms and stability. Computer-aided design and analysis of digital filters. Hardware demonstrations using the Texas Instruments TMS 320C30 single-board DSP computer.,https://csi-undergraduate.catalog.cuny.edu/courses/0643551,https://explorer.cuny.edu/receiving-course/064355/1
ENS 336,Computer-Aided Engineering,Application of numerical analysis and computer simulation to the solution of engineering design problems. Topics include optimization and error analysis; solution of nonlinear equations; systems of algebraic equations; data analysis; regression and interpolation; numerical differentiation and integration; solution of ordinary and partial differential equations; finite difference and finite element methods; and introduction to programming for parellel processing and multimode machine. Theory will be implemented with several projects emphasizing design applications.,https://csi-undergraduate.catalog.cuny.edu/courses/0643571,https://explorer.cuny.edu/receiving-course/064357/1
ENS 342,Electrical and Electric Circuits II,"3 Credits: 4 Hours (2 lecture, 2 laboratory)Review of phasors (complex numbers), AC fundamentals, sinusoids and sinusoidal steady-state analysis, reactance (capacitive and inductive). Steady-state AC analysis of RLC circuits. Real and reactive power and power flow calculations. Three-phase AC fundamentals. Single and three-phase transformers. Three phase rectification. Inverters.",https://csi-undergraduate.catalog.cuny.edu/courses/1305881,https://explorer.cuny.edu/receiving-course/130588/1
ENS 345,Solid State Device Fundamentals,"Basic properties of solid state, properties of semiconductors, device related elements of quantum mechanics, energy band theory, charge carrier statistics, non-equilibrium charge carriers, charge carrier transport, p-n junction, hetero-junction, diodes, bipolar transistors, field-effect transistors, principles of MOS technology and devices, light-emitting devices, photo-detectors.",https://csi-undergraduate.catalog.cuny.edu/courses/1305891,https://explorer.cuny.edu/receiving-course/130589/1
ENS 350,Transport Processes,"Introduction to momentum, heat, and mass transfer. Introduction to continuous media, control volume formulation of conservation laws, momentum and energy consideration of fluid flow, heat transfer by conduction and radiation, mass diffusion, analogies and breakdown of analogies among momentum, heat, and mass transfer. Prerequisites: PHY 310 and CSC 126. Pre- or corequisite: MTH 330.",https://csi-undergraduate.catalog.cuny.edu/courses/0673942,https://explorer.cuny.edu/receiving-course/067394/2
ENS 356,Theory of Electromagnetic Radiation,"Production, propagation, scattering, and absorption of electromagnetic waves. Maxwell's equations in differential form, wave equation, energy transfer, and the behavior of waves at metallic and dielectric surfaces. Production of radiation by dipoles and its absorption. Design of antennas, wave guides, and other applications.",https://csi-undergraduate.catalog.cuny.edu/courses/0643621,https://explorer.cuny.edu/receiving-course/064362/1
ENS 359,Mechanical Materials Laboratory,"Introduction to the measurement of mechanical properties of materials. Testing of materials in tension, compression, shear, and torsion. Experiments with beams and columns. Stress and strain measurement. Exercises involving design, building, testing, and evaluation. Pre- or corequisite: ENS 380.",https://csi-undergraduate.catalog.cuny.edu/courses/0643631,https://explorer.cuny.edu/receiving-course/064363/1
ENS 362,Microcontrollers,"Introduction to microcontrollers with an overview of the CPU architecture, instruction set, interface with target board, testing and program development using the structured assembly preprocessor. Interrupts and interrupt timing, analog-to-digital conversion and programming of peripheral chips will be some of the concepts covered in this class.",https://csi-undergraduate.catalog.cuny.edu/courses/0643651,https://explorer.cuny.edu/receiving-course/064365/1
ENS 371,Systems Analysis,"2 hours lecture, 2 hours laboratory; 3 credits. Applications of Convolution.  Complete responses of first, second, and higher order-circuits.  Transient analysis and frequency response.  Analog filter design.  Analogy to mechanical, fluid, and thermal systems.  Introduction to feedback control system and the application of Laplace transform in analysis of response of dynamic systems.",https://csi-undergraduate.catalog.cuny.edu/courses/0643671,https://explorer.cuny.edu/receiving-course/064367/1
ENS 380,Mechanics of Solids,"Introduction to engineering applications of static behavior of rigid and deformable systems. Definition of state of stress and strain at a point. Dependence of strain upon stress and temperature. Basic analysis of axial loading, pressure vessels, torsional strain, and stresses. Flexural loading and deflections. Stress-transforming equations and Mohr's circle. Analysis of statically indeterminate members. Columns and buckling. Application to stress distribution and deformations.",https://csi-undergraduate.catalog.cuny.edu/courses/0643681,https://explorer.cuny.edu/receiving-course/064368/1
